"FarmID","CowID","TX_nr","Sex","Age","haircoat_colour","DateCollected","Season","pregnancy_status","TrypAdmin","Tryp1","Tryp2","Brand","Brand1","Brand2","other_brand","expiry_date","RouteOfAdmin","storage_conditions","Reason_for_treatment","ISM_DoseTypeSachet","ISM_Sachets_Used","ISM_dilution","CompetentAdmin","DZ_Sachets_Used","DZ_dilution","HM_tabs_used","HM_dilution","Girth_length","Body_condition","Abnormalities","Symptoms","presumed_diagnosis","PCV_TX","microscopy_TX","Distance","Herd_size","weight_kg","dose_mg_1","dose_mg_2","dosage_mg_kg_1","dosage_mg_kg_2","dose_description1","dose_description2","dose_description_prophylaxis","dose_description_combined","route_appropriate","adequate_admin","adequate_admin_p","PCR_TX_results","Brucei_TX","Congolense_TX","Vivax_TX","FU1_date","PCR_FU1_results","Brucei_FU1","Congolense_FU1","Vivax_FU1","FU2_date","PCR_FU2_results","Brucei_FU2","Congolense_FU2","Vivax_FU2","FU3_date","PCR_FU3_results","Brucei_FU3","Congolense_FU3","Vivax_FU3","FU4_date","PCR_FU4_results","Brucei_FU4","Congolense_FU4","Vivax_FU4","infected_TX","curative_action","prophylactic_action"
"8","1236","1","M","3.5","red/brown/tan","04/08/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/06/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.125","rainwater","no the medication was not delivered in a competent manner",NA,NA,NA,NA,"130","3","no","no symptoms","healthy",NA,NA,"0","112","164.9190785","125",NA,"0.75794748",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8","1425","1","F","2.5","red/brown/tan","04/08/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"07/08/2021","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.125","rainwater","no the medication was not delivered in a competent manner",NA,NA,NA,NA,"136","3","no","no symptoms","healthy",NA,NA,"0","112","187.8138248","125",NA,"0.66555271",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8","1426","1","F","3","red/brown/tan","04/08/2021","Dry","1","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"04/08/2021","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.125","rainwater","no the medication was not delivered in a competent manner",NA,NA,NA,NA,"132","2.5","no","no symptoms","healthy",NA,NA,"0","112","172.3075224","125",NA,"0.725447144",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8","1427","1","F","1.5","red/brown/tan","04/08/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/06/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","rainwater","no the medication was not delivered in a competent manner",NA,NA,NA,NA,"120","2.5","no","no symptoms","healthy",NA,NA,"0","112","131.4259429","100",NA,"0.760884783",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8","1428","1","M","1.5","grey","04/08/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/06/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.125","rainwater","no the medication was not delivered in a competent manner",NA,NA,NA,NA,"125","2.5","no","no symptoms","healthy",NA,NA,"0","112","147.4717624","125",NA,"0.847619897",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8","1429","1","F","5","red/brown/tan","04/08/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/06/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.125","rainwater","no the medication was not delivered in a competent manner",NA,NA,NA,NA,"134","2","no","no symptoms","healthy",NA,NA,"0","112","179.9374273","125",NA,"0.694685935",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8","1430","1","M","0.5","red/brown/tan","04/08/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/06/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","rainwater","no the medication was not delivered in a competent manner",NA,NA,NA,NA,"91","3","no","no symptoms","healthy",NA,NA,"0","112","62.27836834","100",NA,"1.605693962",NA,"overdose",NA,"prophylactic dose","therapeutic dose","correct","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8","1431","1","F","6","red/brown/tan","04/08/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/06/2023","intramuscularly","storage is not suitable","prophylactic administration (animal not sick)","8 dose satchet","0.125","rainwater","no the medication was not delivered in a competent manner",NA,NA,NA,NA,"118","2","no","no symptoms","healthy",NA,NA,"0","112","125.3832239","125",NA,"0.996943579",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8","1432","1","M","1.8","patches of white and brown/black/tan/red","04/08/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/06/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","rainwater","no the medication was not delivered in a competent manner",NA,NA,NA,NA,"122","2","no","no symptoms","healthy",NA,NA,"0","112","137.6809176","100",NA,"0.726317065",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8","1433","1","F","2","white","04/08/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/06/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.125","rainwater","no the medication was not delivered in a competent manner",NA,NA,NA,NA,"138","3.5","no","no symptoms","healthy",NA,NA,"0","112","195.941793","125",NA,"0.637944555",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8","1434","1","F","2","red/brown/tan","04/08/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/06/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","rainwater","no the medication was not delivered in a competent manner",NA,NA,NA,NA,"118","2.5","no","no symptoms","healthy",NA,NA,"0","112","125.3832239","100",NA,"0.797554863",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8","1435","1","M","2","red/brown/tan","04/08/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/06/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal","8 dose satchet","0.125","rainwater","no the medication was not delivered in a competent manner",NA,NA,NA,NA,"122","2","no","no symptoms","healthy",NA,NA,"0","112","137.6809176","125",NA,"0.907896331",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8","1436","1","M","2.5","grey","04/08/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/06/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.125","rainwater","no the medication was not delivered in a competent manner",NA,NA,NA,NA,"130","2.5","no","no symptoms","healthy",NA,NA,"0","112","164.9190785","125",NA,"0.75794748",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","1243","1","F","8","red/brown/tan","14/06/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-B","ISM-B",NA,NA,"15/03/2024","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.2","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"148","3","no","no symptoms","healthy","25","no","3543","603","240.5361822","200",NA,"0.83147574",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","22/06/2021","0","0","0","0","13/07/2021","0","0","0","0","10/08/2021","0","0","0","0","06/09/2021","0","0","0","0","0","null","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","1250","1","F","1.8","red/brown/tan","14/06/2021","Dry","1","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/09/2024","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.2","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"170","4.5","no","no symptoms","healthy","39","no","3543","603","364.5259138","200",NA,"0.548657839",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","22/06/2021","0","0","0","0","13/07/2021","0","0","0","0","10/08/2021","0","0","0","0","06/09/2021","0","0","0","0","0","null","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","1251","1","F","2","red/brown/tan","14/06/2021","Dry","1","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/09/2024","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.2","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"148","4.5","no","no symptoms","healthy","39","no","3543","603","240.5361822","200",NA,"0.83147574",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","22/06/2021","0","0","0","0","13/07/2021","1","1","0","0","10/08/2021","0","0","0","0","06/09/2021","1","1","0","0","0","null","failure"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","1252","1","F","2","red/brown/tan","14/06/2021","Dry","1","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/09/2024","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.2","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"170","4","no","no symptoms","healthy","40","no","3543","603","364.5259138","200",NA,"0.548657839",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","22/06/2021","0","0","0","0","13/07/2021","0","0","0","0","10/08/2021","0","0","0","0","06/09/2021","0","0","0","0","0","null","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","1259","1","M","4","black","14/06/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/09/2024","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.2","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"186","4","no","no symptoms","healthy","28","no","3543","603","480.4965062","200",NA,"0.416236117",NA,"underdose",NA,"underdose","non-therapeutic dose","correct","NO","NO","0","0","0","0","22/06/2021","0","0","0","0","13/07/2021","0","0","0","0","10/08/2021","0","0","0","0","06/09/2021","0","0","0","0","0","null","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","1264","1","F","0.8","red/brown/tan","14/06/2021","Dry","0","isometamidium","isometamidium",NA,"ISM-A","ISM-A",NA,NA,"15/09/2024","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.2","rainwater","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"142","3","no","no symptoms","healthy","37","no","3543","603","212.9729868","200",NA,"0.939086233",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","22/06/2021","0","0","0","0","13/07/2021","0","0","0","0","10/08/2021","0","0","0","0","06/09/2021","0","0","0","0","0","null","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
